Fecha Emision;Cantidad;Descripcion;Articulo Proveedor
17-jun-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
03-jul-25;3;TINTA EP F10070 T43M420 YELLOW;T43M420
16-jul-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
18-jul-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
23-ene-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
29-ene-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
13-feb-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
14-mar-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
21-mar-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
26-mar-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
16-abr-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
20-may-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
11-ago-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
21-ago-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
29-ago-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
22-sept-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
09-oct-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
22-oct-25;3;TINTA EP F10070 T43M420 YELLOW;T43M420
12-nov-25;3;TINTA EP F10070 T43M420 YELLOW;T43M420
21-nov-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
27-nov-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
05-dic-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
16-dic-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
17-jun-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
03-jul-25;3;TINTA EP F10070 T43M420 YELLOW;T43M420
16-jul-25;1;TINTA EP F10070 T43M420 YELLOW;T43M420
18-jul-25;2;TINTA EP F10070 T43M420 YELLOW;T43M420
05-ene-26;2;TINTA EP F10070 T43M420 YELLOW;T43M420
12-ene-26;2;TINTA EP F10070 T43M420 YELLOW;T43M420
16-ene-26;3;TINTA EP F10070 T43M420 YELLOW;T43M420
22-ene-26;1;TINTA EP F10070 T43M420 YELLOW;T43M420
30-ene-26;3;TINTA EP F10070 T43M420 YELLOW;T43M420
19-feb-26;2;TINTA EP F10070 T43M420 YELLOW;T43M420
20-feb-26;1;TINTA EP F10070 T43M420 YELLOW;T43M420
26-feb-26;4;TINTA EP F10070 T43M420 YELLOW;T43M420
06-mar-26;1;TINTA EP F10070 T43M420 YELLOW;T43M420
12-mar-26;4;TINTA EP F10070 T43M420 YELLOW;T43M420
15-ene-24;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
27-feb-24;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
17-sept-24;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
25-sept-24;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
01-oct-24;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
28-ago-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
08-sept-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
15-sept-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
12-nov-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
28-ago-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
08-sept-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
15-sept-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
12-nov-25;1;TINTA EP F6070/F6200 T741220 CYAN ULTRACHROME;T741220
15-ene-24;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
08-ago-24;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
28-ago-25;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
23-sept-25;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
05-jun-25;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
28-ago-25;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
23-sept-25;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
05-jun-25;1;TINTA EP F6070/F6200 T741320 MAGENTA ULTRACHROME;T741320
25-ene-24;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
08-ago-24;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
24-sept-24;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
25-sept-24;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
28-ago-25;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
15-sept-25;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
12-nov-25;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
28-ago-25;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
15-sept-25;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
12-nov-25;1;TINTA EP F6070/F6200 T741420 AMARILLO ULTRACHROME;T741420
27-feb-24;1;TINTA EP F6200 T741X20 NEGRO ULTRACHROME;T741X20
08-ago-24;1;TINTA EP F6200 T741X20 NEGRO ULTRACHROME;T741X20
28-ago-25;1;TINTA EP F6200 T741X20 NEGRO ULTRACHROME;T741X20
23-sept-25;1;TINTA EP F6200 T741X20 NEGRO ULTRACHROME;T741X20
28-ago-25;1;TINTA EP F6200 T741X20 NEGRO ULTRACHROME;T741X20
23-sept-25;1;TINTA EP F6200 T741X20 NEGRO ULTRACHROME;T741X20
26-ene-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
07-feb-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
12-feb-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
20-mar-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
03-abr-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
16-abr-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
21-ago-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
19-sept-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
24-sept-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
01-feb-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
14-mar-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
22-abr-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
26-abr-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
09-may-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
29-may-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
14-jun-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
11-jul-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
18-jul-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
05-ago-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
14-ago-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
29-ago-24;3;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
11-sept-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
13-sept-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
24-oct-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
29-oct-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
11-nov-24;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
29-nov-24;2;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
19-feb-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
05-jun-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
17-jun-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
01-ago-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
14-ago-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
21-ago-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
10-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
17-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
23-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
30-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
13-oct-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
22-oct-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
17-nov-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
26-nov-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
28-nov-25;2;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
09-ene-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
06-mar-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
24-mar-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
10-abr-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
19-may-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
09-jul-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
19-feb-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
05-jun-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
17-jun-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
01-ago-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
14-ago-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
21-ago-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
10-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
17-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
23-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
30-sept-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
13-oct-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
22-oct-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
17-nov-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
26-nov-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
28-nov-25;2;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
09-ene-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
06-mar-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
24-mar-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
10-abr-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
19-may-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
09-jul-25;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
27-ene-26;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
13-feb-26;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
18-feb-26;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
03-mar-26;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
16-mar-26;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
30-mar-26;1;TINTA EP F6370 T46C220 CYAN ULTRACHROME;T46C220
26-ene-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
06-mar-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
20-mar-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
16-abr-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
22-abr-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
09-may-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
17-jul-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
25-jul-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
14-ago-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
19-ago-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
21-ago-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
29-ago-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
03-sept-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
19-sept-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
25-sept-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
09-oct-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
14-oct-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
04-nov-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
29-nov-24;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
05-jun-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
14-ago-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
16-sept-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
23-sept-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
30-sept-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
22-oct-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
26-nov-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
28-nov-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
22-dic-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
06-mar-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
01-abr-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
27-jun-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
05-jun-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
14-ago-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
16-sept-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
23-sept-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
30-sept-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
22-oct-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
26-nov-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
28-nov-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
22-dic-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
06-mar-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
01-abr-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
27-jun-25;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
06-feb-26;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
18-feb-26;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
25-feb-26;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
16-mar-26;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
30-mar-26;1;TINTA EP F6370 T46C320 MAGENTA ULTRACHROME;T46C320
14-mar-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
20-mar-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
22-abr-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
02-may-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
29-may-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
17-jul-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
31-jul-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
19-ago-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
29-ago-24;2;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
02-sept-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
24-sept-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
03-oct-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
01-feb-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
10-sept-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
11-sept-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
16-sept-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
19-sept-24;2;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
14-oct-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
29-oct-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
11-nov-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
29-nov-24;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
17-jun-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
01-ago-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
14-ago-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
21-ago-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
10-sept-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
23-sept-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
30-sept-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
22-oct-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
26-nov-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
28-nov-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
08-ene-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
21-feb-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
11-mar-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
26-may-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
17-jun-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
01-ago-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
14-ago-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
21-ago-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
10-sept-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
23-sept-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
30-sept-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
22-oct-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
26-nov-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
28-nov-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
08-ene-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
21-feb-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
11-mar-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
26-may-25;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
07-ene-26;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
18-feb-26;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
03-mar-26;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
27-mar-26;1;TINTA EP F6370 T46C420 YELLOW ULTRACHROME;T46C420
26-ene-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
16-abr-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
22-abr-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
09-may-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
14-jun-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
17-jul-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
29-ago-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
16-sept-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
25-sept-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
09-oct-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
11-nov-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
29-nov-24;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
14-ago-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
10-sept-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
23-sept-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
22-oct-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
26-nov-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
28-nov-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
11-mar-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
29-may-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
21-jul-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
14-ago-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
10-sept-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
23-sept-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
22-oct-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
26-nov-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
28-nov-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
11-mar-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
29-may-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
21-jul-25;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
07-ene-26;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
17-feb-26;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
18-feb-26;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
03-mar-26;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
30-mar-26;1;TINTA EP F6370 T46C820 NEGRO ULTRACHROME;T46C820
11-ene-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-ene-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-ene-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
08-feb-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-feb-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
26-feb-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-mar-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-mar-24;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-abr-24;8;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
08-may-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-may-24;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
13-jun-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
14-jun-24;18;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
19-jun-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-jun-24;19;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
09-ago-24;22;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
18-nov-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
17-dic-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
12-ene-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-mar-24;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-may-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
15-oct-24;4;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
18-oct-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-oct-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
25-oct-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
29-oct-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
30-oct-24;5;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
01-nov-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
05-nov-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
14-nov-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-nov-24;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
22-nov-24;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
11-dic-24;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
16-dic-24;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
06-ene-25;1;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
21-ene-25;3;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
04-feb-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
24-feb-25;2;TINTA EP F6470 T53K220 CYAN ULTRACHROME 2 X 1,6L;T53K220
