Fecha Emision;Cantidad;Descripcion;Articulo Proveedor
20-may-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
15-sept-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
01-oct-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
29-dic-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
10-ene-25;1;TINTA EP T44P520 ULTRACHROME PRO 12 CYAN LIGHT 350;T44P520
10-dic-24;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
27-feb-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
20-may-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
15-sept-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
01-oct-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
29-dic-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
10-ene-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
27-feb-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
20-may-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
15-sept-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
01-oct-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
29-dic-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
10-ene-25;1;TINTA EP T44P620 ULTRACHROME PRO 12 MAGENTA LIGHT;T44P620
10-dic-24;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
27-feb-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
20-may-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
22-ago-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
15-sept-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
29-dic-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
10-ene-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
27-feb-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
20-may-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
22-ago-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
15-sept-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
29-dic-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
10-ene-25;1;TINTA EP T44P720 ULTRACHROME PRO 12 NEGRO LIGHT 35;T44P720
10-dic-24;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
27-feb-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
20-may-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
01-oct-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
31-oct-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
29-dic-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
10-ene-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
27-feb-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
20-may-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
01-oct-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
31-oct-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
29-dic-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
10-ene-25;1;TINTA EP T44P820 ULTRACHROME PRO 12 NEGRO MATE 350;T44P820
10-dic-24;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
27-feb-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
20-may-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
01-oct-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
31-oct-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
29-dic-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
10-ene-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
27-feb-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
20-may-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
01-oct-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
31-oct-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
29-dic-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
10-ene-25;1;TINTA EP T44P920 ULTRACHROME PRO 12 NEGRO LT LT 35;T44P920
10-dic-24;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
27-feb-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
20-may-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
15-sept-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
01-oct-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
29-dic-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
10-ene-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
27-feb-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
20-may-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
15-sept-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
01-oct-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
29-dic-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
10-ene-25;1;TINTA EP T44PA20 ULTRACHROME PRO 12 NARANJA 350ML;T44PA20
10-dic-24;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
27-feb-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
20-may-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
22-ago-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
01-oct-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
29-dic-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
10-ene-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
27-feb-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
20-may-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
22-ago-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
01-oct-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
29-dic-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
10-ene-25;1;TINTA EP T44PB20 ULTRACHROME PRO 12 VERDE 350ML;T44PB20
10-dic-24;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
27-feb-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
20-may-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
20-may-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
15-sept-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
01-oct-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
29-dic-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
10-ene-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
27-feb-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
20-may-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
20-may-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
15-sept-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
01-oct-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
29-dic-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
10-ene-25;1;TINTA EP T44PD20 ULTRACHROME PRO 12 VIOLETA 350ML;T44PD20
15-mar-24;2;TINTA EP T49H100 NEGRO;T49H100
13-ago-24;1;TINTA EP T49H100 NEGRO;T49H100
24-oct-24;1;TINTA EP T49H100 NEGRO;T49H100
12-dic-24;1;TINTA EP T49H100 NEGRO;T49H100
28-abr-25;1;TINTA EP T49H100 NEGRO;T49H100
09-jul-25;1;TINTA EP T49H100 NEGRO;T49H100
19-nov-25;1;TINTA EP T49H100 NEGRO;T49H100
28-abr-25;1;TINTA EP T49H100 NEGRO;T49H100
09-jul-25;1;TINTA EP T49H100 NEGRO;T49H100
19-nov-25;1;TINTA EP T49H100 NEGRO;T49H100
15-mar-24;2;TINTA EP T49H200 CYAN;T49H200
13-ago-24;1;TINTA EP T49H200 CYAN;T49H200
24-oct-24;1;TINTA EP T49H200 CYAN;T49H200
12-dic-24;1;TINTA EP T49H200 CYAN;T49H200
28-abr-25;1;TINTA EP T49H200 CYAN;T49H200
09-jul-25;1;TINTA EP T49H200 CYAN;T49H200
19-nov-25;1;TINTA EP T49H200 CYAN;T49H200
28-abr-25;1;TINTA EP T49H200 CYAN;T49H200
09-jul-25;1;TINTA EP T49H200 CYAN;T49H200
19-nov-25;1;TINTA EP T49H200 CYAN;T49H200
15-mar-24;2;TINTA EP T49H300 MAGENTA;T49H300
13-ago-24;1;TINTA EP T49H300 MAGENTA;T49H300
24-oct-24;1;TINTA EP T49H300 MAGENTA;T49H300
12-dic-24;1;TINTA EP T49H300 MAGENTA;T49H300
28-abr-25;1;TINTA EP T49H300 MAGENTA;T49H300
09-jul-25;1;TINTA EP T49H300 MAGENTA;T49H300
19-nov-25;1;TINTA EP T49H300 MAGENTA;T49H300
28-abr-25;1;TINTA EP T49H300 MAGENTA;T49H300
09-jul-25;1;TINTA EP T49H300 MAGENTA;T49H300
19-nov-25;1;TINTA EP T49H300 MAGENTA;T49H300
15-mar-24;2;TINTA EP T49H400 YELLOW;T49H400
13-ago-24;1;TINTA EP T49H400 YELLOW;T49H400
24-oct-24;1;TINTA EP T49H400 YELLOW;T49H400
12-dic-24;1;TINTA EP T49H400 YELLOW;T49H400
09-jul-25;1;TINTA EP T49H400 YELLOW;T49H400
19-nov-25;1;TINTA EP T49H400 YELLOW;T49H400
23-may-25;1;TINTA EP T49H400 YELLOW;T49H400
09-jul-25;1;TINTA EP T49H400 YELLOW;T49H400
19-nov-25;1;TINTA EP T49H400 YELLOW;T49H400
23-may-25;1;TINTA EP T49H400 YELLOW;T49H400
15-ene-24;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
25-ene-24;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
30-ene-24;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
02-feb-24;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
20-mar-24;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
08-jul-24;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
23-jul-24;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
24-jul-24;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
13-ago-24;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
26-ago-24;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
10-sept-24;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
23-oct-24;4;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
27-dic-24;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
28-feb-24;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
31-ene-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
11-feb-25;4;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
26-mar-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
30-abr-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
19-jun-25;4;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
25-jul-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
11-ago-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
19-ago-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
09-sept-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
09-sept-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
06-oct-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
08-oct-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
18-nov-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
24-nov-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
23-ene-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
25-mar-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
31-ene-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
11-feb-25;4;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
26-mar-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
30-abr-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
19-jun-25;4;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
25-jul-25;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
11-ago-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
19-ago-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
09-sept-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
09-sept-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
06-oct-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
08-oct-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
18-nov-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
24-nov-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
23-ene-25;2;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
25-mar-25;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
06-ene-26;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
27-ene-26;1;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
30-ene-26;4;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
19-feb-26;3;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
20-mar-26;5;TINTA EP T49M120 F170/F570 ULTRA NEGRO 140ML;T49M120
15-ene-24;4;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
25-ene-24;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
02-feb-24;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
20-mar-24;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
03-may-24;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
08-jul-24;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
24-jul-24;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
13-ago-24;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
10-sept-24;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
03-oct-24;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
23-oct-24;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
27-dic-24;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
28-feb-24;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
14-ene-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
31-ene-25;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
30-abr-25;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
19-jun-25;4;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
25-jul-25;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
12-ago-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
19-ago-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
27-ago-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
09-sept-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
09-sept-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
06-oct-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
08-oct-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
10-nov-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
18-nov-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
24-nov-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
22-dic-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
25-mar-25;4;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
14-ene-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
31-ene-25;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
30-abr-25;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
19-jun-25;4;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
25-jul-25;3;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
12-ago-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
19-ago-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
27-ago-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
09-sept-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
09-sept-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
06-oct-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
08-oct-25;2;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
10-nov-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
18-nov-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
24-nov-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
22-dic-25;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
25-mar-25;4;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
30-ene-26;4;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
19-feb-26;1;TINTA EP T49M220 F170/F570 ULTRA CYAN 140ML;T49M220
15-ene-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
25-ene-24;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
30-ene-24;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
20-mar-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
03-may-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
08-jul-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
23-jul-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
24-jul-24;3;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
10-sept-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
03-oct-24;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
27-dic-24;3;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
28-feb-24;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
31-ene-25;3;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
19-jun-25;4;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
25-jul-25;3;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
11-ago-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
12-ago-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
19-ago-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
09-sept-25;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
09-sept-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
06-oct-25;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
08-oct-25;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
10-nov-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
18-nov-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
24-nov-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
29-dic-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
31-ene-25;3;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
19-jun-25;4;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
25-jul-25;3;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
11-ago-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
12-ago-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
19-ago-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
09-sept-25;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
09-sept-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
06-oct-25;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
08-oct-25;2;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
10-nov-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
18-nov-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
24-nov-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
29-dic-25;1;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
30-ene-26;4;TINTA EP T49M320 F170/F570 ULTRA MAGENTA 140ML;T49M320
25-ene-24;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
26-ene-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
30-ene-24;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
20-mar-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
08-jul-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
24-jul-24;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
13-ago-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
10-sept-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
03-oct-24;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
23-oct-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
27-dic-24;3;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
15-ene-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
28-feb-24;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
02-ene-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
14-ene-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
31-ene-25;3;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
19-jun-25;4;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
25-jul-25;3;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
11-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
12-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
19-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
27-ago-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
09-sept-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
09-sept-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
06-oct-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
08-oct-25;2;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
18-nov-25;1;TINTA EP T49M420 F170/F570 ULTRA YELLOW 140ML;T49M420
